@relation BOOKKEEPERMetrics-weka.filters.unsupervised.attribute.Remove-R2

@attribute 'Version Number' {4.0.0,4.1.0,4.2.0,4.2.1,4.2.2,4.3.0}
@attribute 'LOC Touched' numeric
@attribute 'Number of Revisions' numeric
@attribute 'Number of Bug Fixed' numeric
@attribute 'LOC Added' numeric
@attribute 'Max LOC Added' numeric
@attribute 'Chg Set Size' numeric
@attribute 'Max Chg Set' numeric
@attribute 'Avg Chg Set' numeric
@attribute 'Avg LOC Added' numeric
@attribute Buggy {false,true}

@data
4.0.0,54,2,0,52,52,454,282,227,26,false
4.0.0,28,1,0,28,28,282,282,282,28,false
4.0.0,81,2,0,75,75,454,282,227,37.5,false
4.0.0,198,4,0,187,187,556,282,139,46.75,false
4.0.0,278,3,0,226,226,552,282,184,75.333336,false
4.0.0,32,1,0,32,32,282,282,282,32,false
4.0.0,111,2,0,104,104,454,282,227,52,false
4.0.0,61,2,0,57,57,454,282,227,28.5,false
4.0.0,32,2,0,31,31,454,282,227,15.5,false
4.0.0,65,2,0,64,64,454,282,227,32,false
4.0.0,82,2,0,78,78,454,282,227,39,false
4.0.0,39,1,0,39,39,282,282,282,39,false
4.0.0,471,4,0,451,450,554,282,138.5,112.75,false
4.0.0,53,1,0,53,53,282,282,282,53,false
4.0.0,199,4,0,180,180,583,282,145.75,45,false
4.0.0,76,3,0,70,70,485,282,161.66667,23.333334,false
4.0.0,61,2,0,60,60,454,282,227,30,false
4.0.0,50,2,0,48,48,313,282,156.5,24,false
4.0.0,74,1,0,74,74,282,282,282,74,false
4.0.0,85,3,0,82,82,552,282,184,27.333334,false
4.0.0,75,2,0,73,73,380,282,190,36.5,false
4.0.0,141,4,0,129,129,583,282,145.75,32.25,false
4.0.0,62,1,0,62,62,282,282,282,62,false
4.0.0,59,2,0,57,57,380,282,190,28.5,false
4.0.0,41,2,0,36,36,454,282,227,18,false
4.0.0,166,4,0,159,159,583,282,145.75,39.75,false
4.0.0,127,2,0,124,124,454,282,227,62,false
4.0.0,65,2,0,64,64,454,282,227,32,false
4.0.0,37,1,0,37,37,282,282,282,37,false
4.0.0,67,2,0,63,63,454,282,227,31.5,false
4.0.0,741,3,0,703,703,552,282,184,234.33333,false
4.0.0,79,2,0,77,77,454,282,227,38.5,false
4.0.0,28,2,0,27,27,454,282,227,13.5,false
4.0.0,96,2,0,91,91,454,282,227,45.5,false
4.0.0,59,2,0,58,58,454,282,227,29,false
4.0.0,62,1,0,62,62,282,282,282,62,false
4.0.0,438,3,0,426,426,552,282,184,142,false
4.0.0,22,1,0,22,22,282,282,282,22,false
4.0.0,96,3,0,93,93,552,282,184,31,false
4.0.0,76,2,0,74,74,454,282,227,37,false
4.0.0,885,3,0,736,736,552,282,184,245.33333,false
4.0.0,162,3,0,158,158,552,282,184,52.666668,false
4.0.0,78,2,0,76,76,454,282,227,38,false
4.0.0,397,6,0,382,364,619,282,103.166664,63.666668,false
4.0.0,73,2,0,72,72,454,282,227,36,false
4.0.0,164,3,0,153,153,552,282,184,51,false
4.0.0,79,2,0,68,68,454,282,227,34,false
4.0.0,40,2,0,37,37,454,282,227,18.5,false
4.0.0,65,2,0,64,64,454,282,227,32,false
4.0.0,30,2,0,29,29,454,282,227,14.5,false
4.0.0,80,2,0,64,64,454,282,227,32,false
4.0.0,599,4,0,565,561,554,282,138.5,141.25,false
4.0.0,30,2,0,29,29,454,282,227,14.5,false
4.0.0,28,1,0,28,28,282,282,282,28,false
4.0.0,27,1,0,27,27,282,282,282,27,false
4.0.0,81,1,0,81,81,282,282,282,81,false
4.0.0,36,2,0,35,35,454,282,227,17.5,false
4.0.0,111,1,0,111,111,282,282,282,111,false
4.0.0,34,2,0,31,31,380,282,190,15.5,false
4.0.0,290,2,0,289,289,454,282,227,144.5,false
4.0.0,45,1,0,45,45,282,282,282,45,false
4.0.0,150,3,0,100,100,552,282,184,33.333332,false
4.0.0,125,4,0,91,91,572,282,143,22.75,false
4.0.0,147,5,0,104,103,624,282,124.8,20.8,false
4.0.0,154,3,0,104,104,552,282,184,34.666668,false
4.0.0,42,2,0,41,41,454,282,227,20.5,false
4.0.0,43,1,0,43,43,282,282,282,43,false
4.0.0,155,2,0,153,153,454,282,227,76.5,false
4.0.0,163,2,0,162,162,454,282,227,81,false
4.0.0,54,1,0,54,54,282,282,282,54,false
4.0.0,111,2,0,104,104,454,282,227,52,false
4.0.0,41,1,0,41,41,282,282,282,41,false
4.0.0,52,2,0,51,51,454,282,227,25.5,false
4.0.0,56,1,0,56,56,282,282,282,56,false
4.0.0,42,1,0,42,42,282,282,282,42,false
4.0.0,43,1,0,43,43,282,282,282,43,false
4.0.0,138,1,0,138,138,282,282,282,138,false
4.0.0,99,2,0,97,97,380,282,190,48.5,false
4.0.0,50,1,0,50,50,282,282,282,50,false
4.0.0,49,1,0,49,49,282,282,282,49,false
4.0.0,205,4,0,185,185,564,282,141,46.25,false
4.0.0,51,2,0,47,47,454,282,227,23.5,false
4.0.0,55,3,0,54,45,498,282,166,18,false
4.0.0,78,2,0,65,65,454,282,227,32.5,false
4.0.0,41,1,0,41,41,282,282,282,41,false
4.0.0,107,4,0,98,98,583,282,145.75,24.5,false
4.0.0,389,5,0,365,365,599,282,119.8,73,false
4.0.0,644,4,0,585,585,583,282,145.75,146.25,false
4.0.0,236,5,0,224,224,585,282,117,44.8,false
4.0.0,369,3,0,359,359,552,282,184,119.666664,false
4.0.0,129,4,0,122,122,583,282,145.75,30.5,false
4.0.0,63,3,0,58,58,485,282,161.66667,19.333334,false
4.0.0,92,4,0,83,83,583,282,145.75,20.75,false
4.0.0,407,6,0,329,329,587,282,97.833336,54.833332,false
4.0.0,122,4,0,113,113,583,282,145.75,28.25,false
4.0.0,77,4,0,70,70,583,282,145.75,17.5,false
4.0.0,90,3,0,87,87,552,282,184,29,false
4.0.0,106,4,0,95,95,583,282,145.75,23.75,false
4.0.0,40,2,0,39,39,454,282,227,19.5,false
4.0.0,40,2,0,38,38,454,282,227,19,false
4.0.0,37,1,0,37,37,282,282,282,37,false
4.0.0,78,2,0,74,74,454,282,227,37,false
4.0.0,152,2,0,149,149,454,282,227,74.5,false
4.0.0,59,2,0,58,58,454,282,227,29,false
4.0.0,151,3,0,148,148,552,282,184,49.333332,false
4.0.0,136,5,0,127,127,585,282,117,25.4,false
4.0.0,47,2,0,46,46,454,282,227,23,false
4.0.0,180,3,0,176,176,552,282,184,58.666668,false
4.0.0,149,4,0,136,136,583,282,145.75,34,false
4.0.0,139,3,0,133,133,485,282,161.66667,44.333332,false
4.0.0,257,2,0,237,237,454,282,227,118.5,false
4.0.0,67,2,0,63,63,454,282,227,31.5,false
4.0.0,56,3,0,48,48,485,282,161.66667,16,false
4.0.0,60,1,0,60,60,282,282,282,60,false
4.0.0,117,1,0,117,117,282,282,282,117,false
4.0.0,88,1,0,88,88,282,282,282,88,false
4.0.0,163,1,0,163,163,282,282,282,163,false
4.0.0,178,1,0,178,178,282,282,282,178,false
4.0.0,74,1,0,74,74,282,282,282,74,false
4.0.0,400,1,0,400,400,282,282,282,400,false
4.0.0,720,1,0,720,720,282,282,282,720,false
4.0.0,305,1,0,305,305,282,282,282,305,false
4.0.0,232,1,0,232,232,282,282,282,232,false
4.0.0,176,1,0,176,176,282,282,282,176,false
4.0.0,256,1,0,256,256,282,282,282,256,false
4.0.0,94,1,0,94,94,282,282,282,94,false
4.0.0,38,1,0,38,38,282,282,282,38,false
4.0.0,98,1,0,98,98,282,282,282,98,false
4.0.0,38,1,0,38,38,282,282,282,38,false
4.0.0,54,1,0,54,54,282,282,282,54,false
4.0.0,209,1,0,209,209,282,282,282,209,false
4.0.0,763,1,0,763,763,282,282,282,763,false
4.0.0,147,1,0,147,147,282,282,282,147,false
4.0.0,173,1,0,173,173,282,282,282,173,false
4.0.0,148,1,0,148,148,282,282,282,148,false
4.0.0,573,1,0,573,573,282,282,282,573,false
4.0.0,521,1,0,521,521,282,282,282,521,false
4.0.0,57,1,0,57,57,282,282,282,57,false
4.0.0,209,1,0,209,209,282,282,282,209,false
4.0.0,75,1,0,75,75,282,282,282,75,false
4.0.0,178,1,0,178,178,282,282,282,178,false
4.0.0,85,1,0,85,85,282,282,282,85,false
4.0.0,87,1,0,87,87,282,282,282,87,false
4.0.0,170,1,0,170,170,282,282,282,170,false
4.0.0,138,1,0,138,138,282,282,282,138,false
4.0.0,67,1,0,67,67,282,282,282,67,false
4.0.0,178,1,0,178,178,282,282,282,178,false
4.0.0,140,1,0,140,140,282,282,282,140,false
4.0.0,198,1,0,198,198,282,282,282,198,false
4.0.0,547,1,0,547,547,282,282,282,547,false
4.0.0,83,1,0,83,83,282,282,282,83,false
4.0.0,80,1,0,80,80,282,282,282,80,false
4.0.0,167,1,0,167,167,282,282,282,167,false
4.0.0,61,1,0,61,61,282,282,282,61,false
4.0.0,184,1,0,184,184,282,282,282,184,false
4.0.0,50,1,0,50,50,282,282,282,50,false
4.0.0,204,1,0,204,204,282,282,282,204,false
4.0.0,410,1,0,410,410,282,282,282,410,false
4.0.0,249,1,0,249,249,282,282,282,249,false
4.0.0,126,1,0,126,126,282,282,282,126,false
4.0.0,147,1,0,147,147,282,282,282,147,false
4.0.0,151,1,0,151,151,282,282,282,151,false
4.0.0,133,1,0,133,133,282,282,282,133,false
4.0.0,536,1,0,536,536,282,282,282,536,false
4.0.0,124,1,0,124,124,282,282,282,124,false
4.0.0,487,1,0,487,487,282,282,282,487,false
4.0.0,168,1,0,168,168,282,282,282,168,false
4.0.0,81,1,0,81,81,282,282,282,81,false
4.0.0,545,1,0,545,545,282,282,282,545,false
4.0.0,348,5,1,252,252,565,282,113,50.4,true
4.0.0,235,4,0,137,137,563,282,140.75,34.25,false
4.0.0,66,3,0,61,60,335,172,111.666664,20.333334,false
4.0.0,130,5,0,119,117,461,172,92.2,23.8,false
4.0.0,132,4,0,113,88,392,172,98,28.25,false
4.0.0,186,4,0,163,163,433,172,108.25,40.75,false
4.0.0,198,6,0,183,178,485,172,80.833336,30.5,false
4.0.0,82,3,0,74,74,389,172,129.66667,24.666666,false
4.0.0,514,5,0,435,400,321,172,64.2,87,false
4.0.0,1241,10,0,1084,720,485,172,48.5,108.4,false
4.0.0,340,6,0,306,305,461,172,76.833336,51,false
4.0.0,270,6,0,237,232,469,172,78.166664,39.5,false
4.0.0,308,12,0,243,176,561,172,46.75,20.25,false
4.0.0,277,4,0,257,256,398,172,99.5,64.25,false
4.0.0,123,3,0,94,94,327,172,109,31.333334,false
4.0.0,48,3,0,38,38,389,172,129.66667,12.666667,false
4.0.0,102,2,0,98,98,291,172,145.5,49,false
4.0.0,43,2,0,38,38,291,172,145.5,19,false
4.0.0,59,3,0,54,54,327,172,109,18,false
4.0.0,437,6,0,233,209,480,172,80,38.833332,false
4.0.0,1509,6,0,767,763,424,172,70.666664,127.833336,false
4.0.0,157,3,0,147,147,389,172,129.66667,49,false
4.0.0,183,3,0,173,173,389,172,129.66667,57.666668,false
4.0.0,148,1,0,148,148,119,119,119,148,false
4.0.0,677,9,0,597,573,479,172,53.22222,66.333336,false
4.0.0,554,8,0,531,521,477,172,59.625,66.375,false
4.0.0,139,3,0,132,75,327,172,109,44,false
4.0.0,484,11,0,388,209,518,172,47.090908,35.272728,false
4.0.0,159,4,0,151,75,327,172,81.75,37.75,false
4.0.0,203,7,0,181,178,468,172,66.85714,25.857143,false
4.0.0,86,2,0,85,85,291,172,145.5,42.5,false
4.0.0,88,2,0,87,87,291,172,145.5,43.5,false
4.0.0,191,4,0,171,170,417,172,104.25,42.75,false
4.0.0,172,4,0,155,138,417,172,104.25,38.75,false
4.0.0,76,4,0,67,67,316,172,79,16.75,false
4.0.0,216,6,0,188,178,435,172,72.5,31.333334,false
4.0.0,213,9,0,150,140,520,172,57.77778,16.666666,false
4.0.0,275,7,0,235,198,440,172,62.857143,33.57143,false
4.0.0,1405,12,0,705,547,558,172,46.5,58.75,false
4.0.0,132,3,0,83,83,389,172,129.66667,27.666666,false
4.0.0,91,4,0,80,80,425,172,106.25,20,false
4.0.0,221,8,0,168,167,511,172,63.875,21,false
4.0.0,66,3,0,61,61,311,172,103.666664,20.333334,false
4.0.0,206,5,0,184,184,415,172,83,36.8,false
4.0.0,53,2,0,50,50,291,172,145.5,25,false
4.0.0,211,4,0,204,204,397,172,99.25,51,false
4.0.0,1079,9,0,587,410,538,172,59.77778,65.22222,false
4.0.0,280,4,0,271,249,327,172,81.75,67.75,false
4.0.0,271,5,0,139,126,332,172,66.4,27.8,false
4.0.0,147,1,0,147,147,119,119,119,147,false
4.0.0,164,3,0,157,151,335,172,111.666664,52.333332,false
4.0.0,167,5,0,148,133,461,172,92.2,29.6,false
4.0.0,611,7,0,541,536,476,172,68,77.28571,false
4.0.0,209,5,0,203,124,409,172,81.8,40.6,false
4.0.0,669,9,0,507,487,482,172,53.555557,56.333332,false
4.0.0,194,4,0,179,168,297,172,74.25,44.75,false
4.0.0,121,3,0,92,81,319,172,106.333336,30.666666,false
4.0.0,1102,14,0,882,545,541,172,38.642857,63,false
4.0.0,152,4,0,131,131,199,172,49.75,32.75,false
4.0.0,127,6,0,103,101,311,172,51.833332,17.166666,false
4.0.0,73,4,0,70,61,170,98,42.5,17.5,false
4.0.0,98,3,0,91,90,217,172,72.333336,30.333334,false
4.0.0,11950,2,0,6095,6095,178,172,89,3047.5,false
4.0.0,132,3,0,128,128,273,172,91,42.666668,false
4.0.0,121,3,0,117,116,151,98,50.333332,39,false
4.0.0,114,2,0,113,113,36,28,18,56.5,false
4.0.0,139,4,0,134,132,198,98,49.5,33.5,false
4.0.0,1043,6,0,840,714,231,98,38.5,140,false
4.0.0,258,3,0,230,222,54,44,18,76.666664,false
4.0.0,640,5,0,615,607,211,98,42.2,123,false
4.0.0,347,3,0,344,343,77,44,25.666666,114.666664,false
4.0.0,78,1,0,78,78,28,28,28,78,false
4.0.0,276,3,0,246,246,52,44,17.333334,82,false
4.0.0,369,1,0,369,369,31,31,31,369,false
4.0.0,42,1,0,42,42,31,31,31,42,false
4.0.0,72,1,0,72,72,31,31,31,72,false
4.0.0,55,1,0,55,55,44,44,44,55,false
4.0.0,397,4,0,377,377,55,44,13.75,94.25,false
4.0.0,224,4,0,216,216,55,44,13.75,54,false
4.0.0,102,2,0,101,61,80,44,40,50.5,false
4.0.0,206,1,0,206,206,4,4,4,206,false
4.0.0,261,1,0,261,261,36,36,36,261,false
4.0.0,136,1,0,136,136,36,36,36,136,false
4.0.0,47,1,0,47,47,36,36,36,47,false
4.0.0,46,1,0,46,46,36,36,36,46,false
4.0.0,47,1,0,47,47,36,36,36,47,false
4.0.0,47,1,0,47,47,36,36,36,47,false
4.0.0,47,1,0,47,47,36,36,36,47,false
4.0.0,94,1,0,94,94,36,36,36,94,false
4.0.0,98,1,0,98,98,36,36,36,98,false
4.0.0,144,1,0,144,144,36,36,36,144,false
4.0.0,204,1,0,204,204,36,36,36,204,false
4.0.0,514,1,0,514,514,36,36,36,514,false
4.0.0,193,1,0,193,193,36,36,36,193,false
4.0.0,253,2,0,251,251,41,36,20.5,125.5,false
4.0.0,90,1,0,90,90,3,3,3,90,false
4.1.0,471,12,0,98,34,98,26,8.166667,8.166667,false
4.1.0,96,8,0,73,60,52,20,6.5,9.125,false
4.1.0,172,1,0,172,172,6,6,6,172,false
4.1.0,61,2,0,41,41,43,37,21.5,20.5,false
4.1.0,161,4,0,136,97,83,37,20.75,34,false
4.1.0,305,3,0,224,219,53,37,17.666666,74.666664,false
4.1.0,10,2,0,8,8,8,6,4,4,false
4.1.0,246,1,0,246,246,13,13,13,246,false
4.1.0,9,2,0,9,5,50,37,25,4.5,false
4.1.0,35,3,0,24,23,58,37,19.333334,8,false
4.1.0,18,2,0,17,17,50,37,25,8.5,false
4.1.0,5,1,0,5,5,13,13,13,5,false
4.1.0,5,1,0,5,5,13,13,13,5,false
4.1.0,4,1,0,4,4,13,13,13,4,false
4.1.0,4,1,0,4,4,13,13,13,4,false
4.1.0,25,1,0,22,22,13,13,13,22,false
4.1.0,86,3,0,58,53,67,37,22.333334,19.333334,false
4.1.0,7,2,0,7,5,50,37,25,3.5,false
4.1.0,49,4,0,37,31,48,20,12,9.25,false
4.1.0,15,2,0,1,1,17,15,8.5,0.5,false
4.1.0,41,2,0,39,39,18,12,9,19.5,false
4.1.0,421,7,0,94,30,71,20,10.142858,13.428572,false
4.1.0,198,6,0,152,151,75,20,12.5,25.333334,false
4.1.0,54,5,0,48,44,51,26,10.2,9.6,false
4.1.0,144,9,0,66,20,89,26,9.888889,7.333334,false
4.1.0,89,2,0,88,84,8,5,4,44,false
4.1.0,27,1,0,27,27,3,3,3,27,false
4.1.0,5,1,0,3,3,6,6,6,3,false
4.1.0,51,4,0,15,7,18,7,4.5,3.75,false
4.1.0,35,2,0,5,3,13,7,6.5,2.5,false
4.1.0,33,2,0,0,0,32,26,16,0,false
4.1.0,108,5,0,101,101,45,12,9,20.2,false
4.1.0,134,10,0,32,15,80,26,8,3.2,false
4.1.0,13,4,0,0,0,49,26,12.25,0,false
4.1.0,57,3,0,56,30,18,7,6,18.666666,false
4.1.0,1110,20,0,268,97,187,26,9.35,13.4,false
4.1.0,58,1,0,58,58,14,14,14,58,false
4.1.0,90,1,0,90,90,14,14,14,90,false
4.1.0,144,9,0,105,59,108,26,12,11.666667,false
4.1.0,236,1,0,236,236,14,14,14,236,false
4.1.0,183,6,0,173,110,43,14,7.166666,28.833334,false
4.1.0,60,1,0,60,60,14,14,14,60,false
4.1.0,132,2,0,79,79,23,14,11.5,39.5,false
4.1.0,738,8,0,105,89,78,20,9.75,13.125,false
4.1.0,35,2,0,33,33,21,14,10.5,16.5,false
4.1.0,54,2,0,52,52,21,14,10.5,26,false
4.1.0,14,1,0,5,5,4,4,4,5,false
4.1.0,4,1,0,0,0,4,4,4,0,false
4.1.0,49,3,0,46,26,22,15,7.333334,15.333333,false
4.1.0,359,2,0,357,357,45,37,22.5,178.5,false
4.1.0,92,1,0,92,92,8,8,8,92,false
4.1.0,1064,2,0,1048,1029,45,37,22.5,524,false
4.1.0,427,2,0,424,424,45,37,22.5,212,false
4.1.0,405,3,0,398,397,48,37,16,132.66667,false
4.1.0,30,1,0,30,30,6,6,6,30,false
4.1.0,622,9,0,587,394,85,20,9.444445,65.22222,false
4.1.0,161,3,0,158,157,26,12,8.666667,52.666668,false
4.1.0,6,1,0,0,0,12,12,12,0,false
4.1.0,62,5,0,13,4,54,26,10.8,2.6,false
4.1.0,186,5,0,25,19,44,12,8.8,5,false
4.1.0,116,4,0,37,14,27,12,6.75,9.25,false
4.1.0,130,2,0,126,126,23,16,11.5,63,false
4.1.0,20,3,0,18,8,38,16,12.666667,6,false
4.1.0,43,5,0,8,4,76,26,15.2,1.6,false
4.1.0,76,6,0,3,2,86,26,14.333333,0.5,false
4.1.0,99,2,0,76,76,32,20,16,38,false
4.1.0,37,1,0,15,15,12,12,12,15,false
4.1.0,9,1,0,0,0,12,12,12,0,false
4.1.0,11,3,0,2,2,54,26,18,0.666667,false
4.1.0,8,2,0,1,1,15,8,7.5,0.5,false
4.1.0,8,2,0,1,1,15,8,7.5,0.5,false
4.1.0,57,3,0,42,42,22,12,7.333334,14,false
4.1.0,195,5,0,181,115,59,20,11.8,36.2,false
4.1.0,221,4,0,199,160,55,26,13.75,49.75,false
4.1.0,169,2,0,166,166,18,12,9,83,false
4.1.0,100,3,0,72,46,19,8,6.333334,24,false
4.1.0,66,3,0,44,30,51,37,17,14.666667,false
4.1.0,207,3,0,169,132,39,27,13,56.333332,false
4.1.0,32,4,0,26,23,41,26,10.25,6.5,false
4.1.0,317,8,0,65,27,56,12,7,8.125,false
4.1.0,331,3,0,318,317,40,20,13.333333,106,false
4.1.0,561,7,0,525,378,63,26,9,75,false
4.1.0,40,1,0,40,40,7,7,7,40,false
4.1.0,216,4,0,212,211,26,10,6.5,53,false
4.1.0,532,5,0,449,425,34,10,6.8,89.8,false
4.1.0,280,2,0,267,260,18,10,9,133.5,false
4.1.0,222,3,0,210,177,21,10,7,70,false
4.1.0,217,5,0,217,133,48,20,9.6,43.4,false
4.1.0,5,2,0,0,0,32,20,16,0,false
4.1.0,321,2,0,319,298,23,20,11.5,159.5,false
4.1.0,202,2,0,196,195,28,20,14,98,false
4.1.0,50,2,0,45,40,46,26,23,22.5,false
4.1.0,12,1,0,12,12,27,27,27,12,false
4.1.0,241,1,0,241,241,27,27,27,241,false
4.1.0,3,1,0,1,1,27,27,27,1,false
4.1.0,43,3,0,40,28,81,37,27,13.333333,false
4.1.0,3,1,0,3,3,27,27,27,3,false
4.1.0,60,2,0,52,40,64,37,32,26,false
4.1.0,6348,1,0,0,0,27,27,27,0,false
4.1.0,71,4,0,47,26,45,27,11.25,11.75,false
4.1.0,10,1,0,0,0,27,27,27,0,false
4.1.0,13,1,0,13,13,27,27,27,13,false
4.1.0,82,3,0,77,47,39,27,13,25.666666,false
4.1.0,666,2,0,665,665,30,26,15,332.5,false
4.1.0,3,1,0,0,0,12,12,12,0,false
4.1.0,345,3,0,339,336,29,12,9.666667,113,false
4.1.0,4,1,0,0,0,12,12,12,0,false
4.1.0,5,1,0,0,0,12,12,12,0,false
4.1.0,4,1,0,0,0,12,12,12,0,false
4.1.0,48,1,0,48,48,5,5,5,48,false
4.1.0,27,1,0,27,27,5,5,5,27,false
4.1.0,37,1,0,37,37,5,5,5,37,false
4.1.0,127,1,0,127,127,3,3,3,127,false
4.1.0,17,3,0,16,15,28,15,9.333333,5.333334,false
4.1.0,929,9,0,841,712,76,26,8.444445,93.44444,false
4.1.0,56,2,0,53,53,17,10,8.5,26.5,false
4.1.0,143,2,0,113,113,17,10,8.5,56.5,false
4.1.0,77,2,0,69,69,17,10,8.5,34.5,false
4.1.0,32,1,0,32,32,7,7,7,32,false
4.1.0,45,1,0,45,45,17,17,17,45,false
4.1.0,64,1,0,64,64,17,17,17,64,false
4.1.0,1,1,0,1,1,17,17,17,1,false
4.1.0,192,2,0,190,190,54,37,27,95,false
4.1.0,63,1,0,63,63,17,17,17,63,false
4.1.0,77,1,0,77,77,17,17,17,77,false
4.1.0,10,1,0,9,9,17,17,17,9,false
4.1.0,14,1,0,14,14,17,17,17,14,false
4.1.0,9,1,0,9,9,17,17,17,9,false
4.1.0,31,1,0,31,31,17,17,17,31,false
4.1.0,52,2,0,51,51,54,37,27,25.5,false
4.1.0,8,1,0,8,8,17,17,17,8,false
4.1.0,3,1,0,3,3,17,17,17,3,false
4.1.0,11,2,0,8,5,54,37,27,4,false
4.1.0,280,5,0,280,127,30,12,6,56,false
4.1.0,77,1,0,77,77,7,7,7,77,false
4.1.0,167,1,0,167,167,7,7,7,167,false
4.1.0,132,1,0,132,132,7,7,7,132,false
4.1.0,25,1,0,25,25,10,10,10,25,false
4.1.0,96,6,0,75,51,70,26,11.666667,12.5,false
4.1.0,5,2,0,4,4,31,16,15.5,2,false
4.1.0,7,1,0,4,4,15,15,15,4,false
4.1.0,11,1,0,11,11,15,15,15,11,false
4.1.0,74,1,0,74,74,3,3,3,74,false
4.1.0,91,1,0,91,91,10,10,10,91,false
4.1.0,213,4,0,189,183,36,16,9,47.25,false
4.1.0,580,3,0,567,550,41,26,13.666667,189,false
4.1.0,1,1,0,0,0,10,10,10,0,false
4.1.0,6,1,0,4,4,10,10,10,4,false
4.1.0,26,2,0,17,10,47,37,23.5,8.5,false
4.1.0,1,1,0,0,0,10,10,10,0,false
4.1.0,16,1,0,2,2,10,10,10,2,false
4.1.0,36,1,0,36,36,1,1,1,36,false
4.1.0,216,2,0,35,35,11,8,5.5,17.5,false
4.1.0,55,1,0,55,55,8,8,8,55,false
4.1.0,272,1,0,272,272,8,8,8,272,false
4.1.0,9,1,0,9,9,8,8,8,9,false
4.1.0,12,1,0,12,12,4,4,4,12,false
4.1.0,44,1,0,22,22,8,8,8,22,false
4.1.0,6,1,0,5,5,3,3,3,5,false
4.1.0,1,1,0,1,1,26,26,26,1,false
4.1.0,2,1,0,0,0,26,26,26,0,false
4.1.0,1,1,0,0,0,26,26,26,0,false
4.1.0,5,1,0,5,5,26,26,26,5,false
4.1.0,5,2,0,2,2,42,26,21,1,false
4.1.0,2,1,0,1,1,37,37,37,1,false
4.1.0,1,1,0,1,1,37,37,37,1,false
4.1.0,1,1,0,1,1,37,37,37,1,false
4.1.0,1,1,0,0,0,37,37,37,0,false
4.1.0,1,1,0,0,0,37,37,37,0,false
4.1.0,2,1,0,0,0,37,37,37,0,false
4.1.0,4,1,0,4,4,37,37,37,4,false
4.1.0,1,1,0,0,0,37,37,37,0,false
4.1.0,1,1,0,0,0,37,37,37,0,false
4.1.0,3,1,0,0,0,37,37,37,0,false
4.1.0,5,1,0,5,5,37,37,37,5,false
4.1.0,36,1,0,0,0,37,37,37,0,false
4.1.0,7,1,0,5,5,37,37,37,5,false
4.1.0,4,1,0,4,4,37,37,37,4,false
4.1.0,3,1,0,3,3,37,37,37,3,false
4.1.0,11,2,0,9,9,24,16,12,4.5,false
4.1.0,30,5,0,16,7,39,12,7.8,3.2,false
4.1.0,4,1,0,3,3,6,6,6,3,false
4.1.0,12,1,0,11,11,6,6,6,11,false
4.1.0,11,1,0,0,0,6,6,6,0,false
4.1.0,6,1,0,5,5,6,6,6,5,false
